start_time_ns,end_time_ns,start_time_iso,end_time_iso,duration_sec,duration_ms,instructions,cycles,ipc,cache_misses,cache_references,cache_miss_rate,context_switches_voluntary,context_switches_involuntary,total_context_switches,thread_migrations,run_queue_length,kernel_time_ms,user_time_ms,frequency_mhz,package_temp_celsius,baseline_temp_celsius,c2_time_seconds,c3_time_seconds,c6_time_seconds,c7_time_seconds,ring_bus_freq_mhz,wakeup_latency_us,thermal_during_experiment,thermal_now_active,thermal_since_boot,experiment_valid,total_tokens,prompt_tokens,completion_tokens,dns_latency_ms,api_latency_ms,compute_time_ms,governor,turbo_enabled,interrupt_rate,start_temp_c,max_temp_c,is_cold_start,background_cpu_percent,process_count,rss_memory_mb,vms_memory_mb,model_name,provider,task_id,country_code,workflow_type,energy_j,carbon_g,run_number,experiment_id,planning_time_ms,execution_time_ms,synthesis_time_ms,phase_planning_ratio,phase_execution_ratio,phase_synthesis_ratio,llm_calls,tool_calls,tools_used,steps,avg_step_time_ms,complexity_level,complexity_score,orchestration_tax_j
1772484346293118976,1772484347413158912,2026-03-02T14:45:46.293119,2026-03-02T14:45:47.413159,1.120037307999155,1119.3416118621826,4425824896,2309935238,1.9159952293000173,22156772,43668203,0.5073891407896954,52,1,53,208,1,5.0,112.0,76.8,44.0,,1065.5281646335714,1405.4363517407144,0.0,0.0,3500.0,4.725821945612552,0,0,0,True,50,47,3,0.3292560577392578,485.98718643188477,486.40966415405273,powersave,1,7258.7313058816035,20.0,20.0,1,13.9,358,164.25390625,839.734375,llama-3.3-70b-versatile,groq,simple,US,linear,13.270736,0.0014192314888888888,1,eb5e4f0a,,,,,,,,,,,,,,
1772484377522697984,1772484380275185152,2026-03-02T14:46:17.522698,2026-03-02T14:46:20.275185,2.752484352000465,2752.045154571533,14376939265,6219887439,2.311446855911503,50608192,100843016,0.5018512338028446,66,0,66,501,0,15.0,293.0,83.92307692307692,44.0,,1065.5788859982142,1405.4697845675,0.0,0.0,3500.0,4.725821945612552,0,0,0,True,296,290,6,0.39649009704589844,2099.658966064453,-781.916618347168,powersave,1,6499.529984196365,20.0,20.0,1,15.0,358,164.58984375,840.87109375,llama-3.3-70b-versatile,groq,simple,US,agentic,36.31287,0.003883459708333333,1,88dea0c4,705.2078247070312,309.1926574707031,303.20191383361816,0.0,0.0,0.0,3.0,1.0,1.0,2.0,154.59632873535156,1.0,0.23879999999999998,2.400057
